"","mun","uf","crivo1","crivo2","sexo","idade","fx.idade","esc","sit","pea","satdem","jg1","jg3","jg4","fechacn","gc1","gc2","gc5","gc6","gc7","gc8","gc11","gc18","avalcn","problemabr","avallula","avalbolsonaro","avalmoro","avaldino","avalciro","avaldoria","avalhaddad","militargov","info1","voto18","ed","partsimp","partsimp2","partsimpn","partisimpn2","avalgov","cara1","cara2","cara3","cara4","cara5","cara6","cara7","cara8","classe8","classe8a","classe3m","classe3m_a","classe1","rcor","relig","fx.renda","reg"
"719","-Raposa ","Maranhão "," - Sim ","- Não ","Masculino",22," – 18 a 24 anos "," - Colegial completo (3ª série do ensino médio)"," - Empregado assalariado com registro em carteira","PEA"," - Satisfeito"," - Não se justificaria que os militares tomassem o poder por um golpe de estado","Seria justificado que os militares tomassem o poder por um golpe de estado"," - Não se justificaria que os militares tomassem o poder por um golpe de estado"," - Não"," - Não confia"," - Não confia"," - Confia mais ou menos"," - Confia mais ou menos"," - Não confia"," - Não confia"," - Confia mais ou menos"," - Confia mais ou menos"," - Regular "," - Saúde, falta de serviço ","7","8","7","7","7","NR","7","Sim","-Busca/PESQUISA no Google (SITES?)","Jair Bolsonaro"," - 8 "," - Não",NA," - Não",NA," - Regular","-  deveria ser afastado do cargo enquanto responde a um processo aberto pela PGR","-Sim "," - É normal que ocorram em uma democracia","Concorda muito","A pandemia mostra a importância do SUS e justifica um substancial aumento em seu financiamento"," - do governo federal"," . Tomando cuidado, mas ainda saindo de casa para trabalhar ou fazer outras atividades","Concorda muito","- Permaneceram na mesma classe","- Baixa","- Permaneceram na mesma classe","- Baixa","- Baixa"," - Pardo"," - É ateu/ Agnóstico/ Não acredita em Deus",". De R$ 1046,00 a R$ 2090,00 (+ de 1SM até 2 SM) ","Nordeste"
"720","-Ouro Preto do Oeste ","Rondônia "," - Sim ","- Não ","Masculino",41," – 35 a 44 anos"," - Ensino universitário incompleto ou especialização (técnico após ensino médio)"," - Funcionário / Servidor Público","PEA"," - Insatisfeito"," - Não se justificaria que os militares tomassem o poder por um golpe de estado"," - Não se justificaria que os militares tomassem o poder por um golpe de estado"," - Não se justificaria que os militares tomassem o poder por um golpe de estado"," - Não"," - Não confia"," - Não confia"," - Confia muito"," - Confia pouco"," - Não confia"," - Confia muito"," - Não confia"," - Confia muito"," - Péssimo"," - Corrupção ","Não gosta de jeito nenhum","Gosta muito","3","NS","Não gosta de jeito nenhum","Não gosta de jeito nenhum","Não gosta de jeito nenhum","Sim","Jornais e Revistas ","Jair Bolsonaro"," - 8 "," - Não",NA,"Sim "," - PT "," - Bom"," - deveria continuar no cargo","-Não"," - É normal que ocorram em uma democracia"," - Discorda muito","A pandemia mostra a importância do SUS e justifica um substancial aumento em seu financiamento"," - de governadores e prefeitos",". Está vivendo normalmente, sem mudar nada na sua rotina"," - Discorda pouco","Mudaram de classe social","- Média baixa","- Permaneceram na mesma classe","- Média baixa","- Média baixa"," - Pardo"," - Católica ",". De R$ 3136,00 a R$ 5225,00 (+ de 3SM até 5 SM) ","Norte"
"721","-Picos ","Piauí  "," - Sim ","- Não ","Masculino",40," – 35 a 44 anos"," - Ginásio incompleto (até 7ª série do ensino fundamental)"," - Autônomo / conta própria","PEA"," - Muito insatisfeito"," - Não se justificaria que os militares tomassem o poder por um golpe de estado"," - Não se justificaria que os militares tomassem o poder por um golpe de estado"," - Não se justificaria que os militares tomassem o poder por um golpe de estado"," - Não"," - NS"," - Não confia"," - Confia mais ou menos"," - Não confia"," - Confia mais ou menos"," - Não confia"," - Confia mais ou menos"," - Confia mais ou menos"," - Bom"," - Pandemia do novo Corona vírus ","8","2","NR","NS","6","5","3"," – Depende","-Noticiário da TV "," – Fernando Haddad"," – NR"," - Não",NA," - Não",NA," - Péssimo"," deveria sofrer um impeachment","-Sim ","Não podem ocorrer em uma democracia ","Concorda muito","A pandemia mostra a importância do SUS e justifica um substancial aumento em seu financiamento"," - depende da situação "," . Tomando cuidado, mas ainda saindo de casa para trabalhar ou fazer outras atividades","Concorda muito","- Permaneceram na mesma classe","- Média baixa","- Permaneceram na mesma classe","- Média baixa","- Média baixa"," - Pardo"," - Católica ","Até R$ 1045,00 (até 1 SM) ","Nordeste"
"722","-Dourados ","Mato Grosso do Sul "," - Sim ","- Não ","Feminino",58," - 55 a 64 anos"," - Ginásio completo (8ª série do ensino fundamental)"," - Autônomo / conta própria","PEA"," - Insatisfeito"," - Não se justificaria que os militares tomassem o poder por um golpe de estado"," - Não se justificaria que os militares tomassem o poder por um golpe de estado"," - Não se justificaria que os militares tomassem o poder por um golpe de estado"," - Não"," - Confia mais ou menos"," - Não confia"," - NS"," - Não confia"," - Não confia"," - Não confia"," - Não confia"," - NS"," - Péssimo"," - Saúde, falta de serviço ","Gosta muito","Não gosta de jeito nenhum","Não gosta de jeito nenhum","NS","Não gosta de jeito nenhum","Não gosta de jeito nenhum","Não gosta de jeito nenhum"," - Não","-Nunca busca informações sobre política"," – Não compareceu/JUSTIFICOU"," - 5"," - Não",NA," - Não",NA," - Péssimo"," deveria sofrer um impeachment","-Sim "," – NS","Concorda muito",". O SUS tem se saído bem no enfrentamento da pandemia com os recursos que tem e não se justifica um aumento no financi"," - de governadores e prefeitos",". Está totalmente isolado, sem sair de casa de jeito nenhum","Concorda muito","Mudaram de classe social","- Média baixa","Mudaram de classe social","- Baixa","- Baixa"," - Pardo"," - É ateu/ Agnóstico/ Não acredita em Deus",". De R$ 2091,00 a R$ 3135,00 (+ de 2SM até 3 SM) ","Centro-Oeste"
"723","-Raposa ","Maranhão "," - Sim ","- Não ","Masculino",24," – 18 a 24 anos "," - Colegial completo (3ª série do ensino médio)"," - Empregado assalariado com registro em carteira","PEA"," - Insatisfeito","Seria justificado que os militares tomassem o poder por um golpe de estado"," - Não se justificaria que os militares tomassem o poder por um golpe de estado"," - Não se justificaria que os militares tomassem o poder por um golpe de estado"," - Sim"," - Não confia"," - Não confia"," - Não confia"," - Confia muito"," - Não confia"," - Confia muito"," - Não confia"," - Confia muito"," - Ruim"," - Desemprego/falta de emprego ","2","9","5","Não gosta de jeito nenhum","6","Não gosta de jeito nenhum","Não gosta de jeito nenhum"," - Não","-Youtube","Jair Bolsonaro"," - 1 [esquerda] "," - Não",NA," - Não",NA," - Bom"," - deveria continuar no cargo","-Não"," - É normal que ocorram em uma democracia"," - Discorda muito",". O SUS tem se saído mal no enfrentamento da pandemia e sua continuidade  deveria ser discutida"," - do governo federal",". Está vivendo normalmente, sem mudar nada na sua rotina"," - Discorda muito","- Permaneceram na mesma classe","- Média média","- Permaneceram na mesma classe","- Média média","- Média média"," Preto"," - Evangélica ",". De R$ 3136,00 a R$ 5225,00 (+ de 3SM até 5 SM) ","Nordeste"
"724","-Campina Grande do Sul ","Paraná "," - Sim ","- Não ","Feminino",69,"65 ou mais"," - Analfabeto/ Nunca frequentou escola"," – Pensionista ","NÃO PEA"," - Insatisfeito","Seria justificado que os militares tomassem o poder por um golpe de estado","Seria justificado que os militares tomassem o poder por um golpe de estado"," - Não se justificaria que os militares tomassem o poder por um golpe de estado"," - Sim"," - Confia pouco"," - NR"," - Confia mais ou menos"," - Confia muito"," - Confia mais ou menos"," - Não confia"," - NR"," - Confia mais ou menos"," - Ótimo"," - Pandemia do novo Corona vírus ","Gosta muito","8","9","NS","NS","Gosta muito","NS","Sim","-Nunca busca informações sobre política"," – Fernando Haddad"," - NS "," - Não",NA," - Não",NA," - Péssimo"," deveria sofrer um impeachment","-Sim ","Não podem ocorrer em uma democracia "," - Discorda muito",". O SUS tem se saído mal no enfrentamento da pandemia e sua continuidade  deveria ser discutida"," - de governadores e prefeitos"," . Tomando cuidado, mas ainda saindo de casa para trabalhar ou fazer outras atividades","Concorda muito","- Permaneceram na mesma classe","- Baixa","- Permaneceram na mesma classe","- Baixa","- Baixa"," - Branco"," - Católica ",". De R$ 1046,00 a R$ 2090,00 (+ de 1SM até 2 SM) ","Sul"
"725","-Uberlândia ","Minas Gerais "," - Sim ","- Não ","Feminino",71,"65 ou mais"," - Ensino universitário completo"," - Aposentado por tempo de trabalho ","NÃO PEA"," - Insatisfeito"," - Não se justificaria que os militares tomassem o poder por um golpe de estado"," - Não se justificaria que os militares tomassem o poder por um golpe de estado"," - Não se justificaria que os militares tomassem o poder por um golpe de estado"," - Não"," - Confia mais ou menos"," - Confia pouco"," - Confia muito"," - Confia mais ou menos"," - Não confia"," - Confia pouco"," - Não confia"," - Confia muito"," - Ruim"," - Educação, falta de, má qualidade ","Não gosta de jeito nenhum","3","Gosta muito","Não gosta de jeito nenhum","3","6","Não gosta de jeito nenhum"," – Depende","-Busca/PESQUISA no Google (SITES?)"," – Nulo "," - 5"," - Não",NA," - Não",NA," - Ruim","-  deveria ser afastado do cargo enquanto responde a um processo aberto pela PGR","-Sim "," - É normal que ocorram em uma democracia"," - Concorda pouco","A pandemia mostra a importância do SUS e justifica um substancial aumento em seu financiamento"," - de governadores e prefeitos",". Saindo de casa só quando é inevitável","Concorda muito","- Permaneceram na mesma classe","- Média alta","- Permaneceram na mesma classe","- Média alta","- Média alta"," - Branco"," - Evangélica ",". De R$ 5226,00 a R$ 10450,00 (+ de 5SM até 10 SM) ","Sudeste"
"726","-Ouro Preto do Oeste ","Rondônia "," - Sim ","- Não ","Masculino",35," – 35 a 44 anos"," - Ginásio completo (8ª série do ensino fundamental)"," - Funcionário / Servidor Público","PEA"," - Muito satisfeito"," - Não se justificaria que os militares tomassem o poder por um golpe de estado"," - Não se justificaria que os militares tomassem o poder por um golpe de estado"," - Não se justificaria que os militares tomassem o poder por um golpe de estado"," - Não"," - Confia mais ou menos"," - Confia pouco"," - Confia muito"," - Confia mais ou menos"," - Não confia"," - Confia mais ou menos"," - Confia mais ou menos"," - Confia pouco"," - Regular "," - Pandemia do novo Corona vírus ","5","6","8","NS","3","3","3"," - Não","Jornais e Revistas ","Jair Bolsonaro"," - 7 "," - Não",NA," - Não",NA," - Regular"," deveria sofrer um impeachment","-Sim ","Não podem ocorrer em uma democracia "," - Concorda pouco","A pandemia mostra a importância do SUS e justifica um substancial aumento em seu financiamento"," - de governadores e prefeitos",". Saindo de casa só quando é inevitável","Concorda muito","Mudaram de classe social","- Média baixa","- Permaneceram na mesma classe","- Média baixa","- Média baixa"," Preto"," - Evangélica ",". De R$ 1046,00 a R$ 2090,00 (+ de 1SM até 2 SM) ","Norte"
"727","-Goiânia ","Goiás  "," - Sim ","- Não ","Feminino",17," – 16 e 17 anos"," - Colegial incompleto (até 2ª série do ensino médio)"," – Estudante ","NÃO PEA"," - Satisfeito","Seria justificado que os militares tomassem o poder por um golpe de estado","Seria justificado que os militares tomassem o poder por um golpe de estado","Seria justificado que os militares tomassem o poder por um golpe de estado"," - NS"," - Confia mais ou menos"," - Não confia"," - Confia muito"," - Confia muito"," - Não confia"," - Confia mais ou menos"," - Confia pouco"," - Confia mais ou menos"," - NS"," - Pandemia do novo Corona vírus ","2","5","5","NS","NS","NS","NS","Sim","-Nunca busca informações sobre política"," – Não compareceu/JUSTIFICOU"," - 5"," - Não",NA," - Não",NA," - Bom"," - deveria continuar no cargo","-Sim "," - É normal que ocorram em uma democracia","Concorda muito","A pandemia mostra a importância do SUS e justifica um substancial aumento em seu financiamento"," - de governadores e prefeitos",". Saindo de casa só quando é inevitável"," - Discorda pouco","- Permaneceram na mesma classe","- Média média","- Permaneceram na mesma classe","- Média média","- Média média"," - Pardo"," - Evangélica ",". De R$ 3136,00 a R$ 5225,00 (+ de 3SM até 5 SM) ","Centro-Oeste"
"728","-Vila Velha ","Espírito Santo "," - Sim ","- Não ","Masculino",58," - 55 a 64 anos"," - Ensino universitário completo"," - Profissional liberal","PEA"," - Muito insatisfeito"," - Não se justificaria que os militares tomassem o poder por um golpe de estado"," - Não se justificaria que os militares tomassem o poder por um golpe de estado"," - Não se justificaria que os militares tomassem o poder por um golpe de estado"," - Não"," - Não confia"," - Não confia"," - Não confia"," - Não confia"," - Não confia"," - Não confia"," - Confia mais ou menos"," - Não confia"," - NS"," - Educação, falta de, má qualidade ","8","Não gosta de jeito nenhum","Não gosta de jeito nenhum","Não gosta de jeito nenhum","Não gosta de jeito nenhum","Não gosta de jeito nenhum","Gosta muito"," - Não","Jornais e Revistas "," – Fernando Haddad"," - NS "," - Não",NA," - Não",NA," - Péssimo","-  deveria ser afastado do cargo enquanto responde a um processo aberto pela PGR","-Sim ","Não podem ocorrer em uma democracia ","Concorda muito","A pandemia mostra a importância do SUS e justifica um substancial aumento em seu financiamento"," – NS",". Saindo de casa só quando é inevitável","Concorda muito","- Permaneceram na mesma classe"," Mais alta","- Permaneceram na mesma classe"," Mais alta"," Mais alta"," - Pardo"," - Candomblé ",". Mais de R$ 20900,00 (+ de 20 SM)","Sudeste"
"729","-Vila Velha ","Espírito Santo "," - Sim ","- Não ","Masculino",34," – 25 a 34 anos"," - Colegial completo (3ª série do ensino médio)"," - Empregado assalariado com registro em carteira","PEA"," - Insatisfeito","Seria justificado que os militares tomassem o poder por um golpe de estado"," - Não se justificaria que os militares tomassem o poder por um golpe de estado","Seria justificado que os militares tomassem o poder por um golpe de estado"," - Não"," - Confia mais ou menos"," - Não confia"," - Não confia"," - Confia mais ou menos"," - Confia mais ou menos"," - Não confia"," - Não confia"," - Não confia"," - Regular "," - Corrupção ","Não gosta de jeito nenhum","Não gosta de jeito nenhum","Gosta muito","Não gosta de jeito nenhum","Não gosta de jeito nenhum","Não gosta de jeito nenhum","Não gosta de jeito nenhum"," - Não"," – NS"," – Fernando Haddad"," - NS "," - Não",NA,"Sim "," - DEM(Democratas) (ex-PFL)"," - Ruim"," deveria sofrer um impeachment","-Não"," - É normal que ocorram em uma democracia"," - Discorda pouco","A pandemia mostra a importância do SUS e justifica um substancial aumento em seu financiamento"," - de governadores e prefeitos"," . Tomando cuidado, mas ainda saindo de casa para trabalhar ou fazer outras atividades","Concorda muito","Mudaram de classe social","- Média média","- Permaneceram na mesma classe","- Média baixa","- Média baixa"," - Pardo"," - Católica ",". De R$ 1046,00 a R$ 2090,00 (+ de 1SM até 2 SM) ","Sudeste"
